SphereRadius,ThumbDistance,IndexDistance,Middle  Distance,RingDistance,PinkyDistance,Label
54.22199249267578,75.06719464521206,77.30343470240844,79.56681301083798,69.1735266565363,56.93766287558072,0
50.85639953613281,79.69529789030935,78.2770616954573,79.133342016522,66.55932726142858,55.83584136057827,0
55.493595123291016,71.68674911416413,75.41682059557398,79.91048730800593,76.57018107609103,66.67104667057522,0
58.1336669921875,72.27807289369943,75.40410308261183,81.1830900984471,81.7668912524611,70.73289427622372,0
62.532814025878906,71.8372774780464,75.42337215892555,82.96046050452456,84.95505909999969,71.21912920089578,0
72.13420867919922,76.37625666926353,88.69090389879914,90.71553569134004,84.33072652681821,70.93461372105972,0
71.5741958618164,79.32046010756,89.25050805994407,91.96073056537044,83.30335758701234,69.18937878039908,0
69.75990295410156,79.83969109800113,89.38189500763754,91.7442213333307,82.12514008431779,67.64276162622235,0
62.93613052368164,80.72926732152611,89.46177351557026,89.4354055082678,79.54567864128522,65.30783996360694,0
55.65871047973633,80.41065840753352,89.51656792135229,85.33567528558358,75.69103712352009,62.45785844163816,0
56.481746673583984,78.7610043379281,89.55707914111619,84.77987111346506,76.19011422155684,62.31075320095548,0
58.97708511352539,79.53593882380304,89.58853999504721,85.76549379278363,77.62063296087766,64.22753348503127,0
60.62786102294922,77.95990875422525,81.17921782308146,84.6568087830733,78.17984767893745,64.62589623852122,0
57.30295944213867,80.87529390560105,82.00328722145265,85.32080107149625,78.0838967149155,64.46493680409318,0
55.95433807373047,72.66631116803458,80.59885274567125,82.18609503950948,76.0404192223112,61.82162751177757,0
56.03563690185547,72.65329824244614,80.81496836683482,82.55111351469573,75.99962558514545,61.48770776871952,0
56.546775817871094,72.55934617120514,81.13046964267652,82.91535982182621,76.18692756378931,61.457333500940344,0
59.54897689819336,72.11266019361113,82.00169603583628,84.02045137376459,77.17240818803155,61.81416898036249,0
60.29185485839844,71.98261032438613,82.32252292966248,84.60753476542071,77.52315363566927,62.04955065085411,0
57.149654388427734,72.37416319029612,81.01202814019545,82.01013288590075,76.32014210604359,61.89424011275473,0
52.19532012939453,72.25900796708552,78.38325828217462,80.05992595558995,73.44856098769176,60.24600076034994,0
51.36161804199219,71.65572761808063,78.22688086738395,80.45252182661356,73.22253501724731,59.976667330659446,0
60.169158935546875,70.74453336533234,83.84703199376422,88.46026941148044,78.74881210866945,65.61614628355059,0
55.55397033691406,71.88470269988233,83.40102518459221,87.84838659590594,75.84416799779541,62.663990294221136,0
51.89073181152344,70.00501686414627,82.9678850653229,86.73885936460637,73.93367273008096,60.43628040342426,0
56.04285430908203,66.85667391654742,83.28405696704891,88.94747349535488,78.12524493624613,63.569119265825876,0
59.377010345458984,64.67234993134211,83.86902511692784,89.41590770176737,79.58531088748902,65.46546509164325,0
67.62796783447266,65.44703958259946,86.19174606699217,92.26746317320953,82.08369798624035,70.91755322051092,0
67.7190933227539,65.00865611727943,86.68266397959785,92.06668398409704,82.22897564792376,71.89304334703492,0
67.70135498046875,65.05163446504132,86.74658939311438,92.0690525597256,82.3988825852424,72.64651880383998,0
69.11653137207031,65.61710483014058,86.78318924115938,92.19228525149883,82.62254954718232,73.19311792094874,0
72.32379150390625,67.7217059772273,87.57670352587854,93.09691059074999,85.61767997357103,75.5151308910393,0
83.27916717529297,72.96133529254703,89.66808424802534,95.04047087443305,88.39008228312598,74.3755580150315,0
79.0398178100586,76.61358763381595,90.64803695974398,93.78610428000619,86.0621142055518,70.1913789530561,0
76.82491302490234,77.1760373187758,90.87202294602582,93.90741484760305,84.908536333608,70.57410292829282,0
73.4463882446289,77.47951662114075,90.84607227938078,94.16725553060957,85.8780808219561,72.2294171159411,0
68.15966796875,76.81206842141134,89.95113419101254,90.94806133602864,84.4241575928619,71.37882714917346,0
56.49626159667969,74.68366839248051,83.53727299244392,85.72456141207712,80.40451035626539,65.74081223344356,0
57.52252197265625,74.86957950991996,83.53103618656151,85.84826684787244,80.42815492124218,66.35608117879895,0
60.089534759521484,75.26798044728245,84.59284232195913,87.53975079840549,81.11165057344625,67.65312047485588,0
65.47959899902344,75.42653022948413,86.9503359018051,91.21284527727194,83.21542980989496,69.54035540238392,0
70.16842651367188,76.01887588697548,88.87554226582294,93.2994081414378,85.14609906791695,69.93951271416401,0
68.34912872314453,76.08449248917258,88.7677536464669,92.55481303388757,84.62861020732896,69.11663871915249,0
61.1826057434082,74.35066479294767,85.1632318655433,88.68933569785425,80.73261313267486,68.02805057067704,0
58.21138381958008,73.37224153442982,83.99641693793376,85.83836386734463,79.5157421585002,66.39988414732821,0
62.240760803222656,74.5234139189827,85.60560892763723,88.73925744788258,81.65212941612131,66.02566348307398,0
68.14834594726562,75.50768326540452,88.45882238106779,90.96982392928241,83.8085088128187,66.68137233907821,0
67.13876342773438,75.85481451510314,88.37420790235738,90.8551667537291,83.61571223928415,66.58290442362438,0
60.02946472167969,75.65364742179683,85.69723617457952,87.41454341552232,81.71767307858477,65.78295006207829,0
55.53822708129883,74.44124576082733,83.29973513666889,85.94020836186601,79.12508260620169,66.24226990056275,0
53.94197463989258,74.99623695810392,82.62325527322199,85.54423170727026,78.01668578300225,66.06049874315995,0
53.292232513427734,75.02473699276761,81.8004651611499,84.88936657053355,78.03368784489015,66.27698551221404,0
52.97040939331055,74.88112877557533,81.25936718908955,84.14289763368795,77.23731380320208,65.99085176880473,0
55.674259185791016,81.80529092343227,82.29066668996161,84.40620735105598,77.86618017701275,64.56019600494561,0
58.495365142822266,81.95650199793289,85.33309083840334,87.72601288557934,77.90216767567539,64.85011198310458,0
60.53700256347656,78.76483025418133,85.74849897863781,87.40241338597993,78.91883925176718,65.70025450438314,0
52.0020751953125,72.55586048032967,78.30554009908806,81.60805751236752,74.28743251764085,60.23606737921968,0
54.42503356933594,72.53821145682105,79.30497547789267,83.2059866402179,75.41574094920306,60.750967558827696,0
56.64234924316406,72.47245709870866,80.72348373235117,84.26600816356023,76.76195365404604,61.62585236264304,0
61.26833724975586,72.49056242044865,82.64549719556254,86.68705181912495,79.04209534452615,63.46608928249585,0
61.50863265991211,68.35469301466443,82.72092250101109,87.34831202654885,78.42437752504632,64.50452516638279,0
61.78034591674805,67.3410794439645,82.86888525637086,87.12577933974562,79.4776542330421,65.8478307827376,0
59.92534637451172,69.81739866495401,83.02882538207263,85.569495122456,78.97513239891862,66.09469950361203,0
57.90321731567383,71.47312222846395,83.11904649610956,83.95493633702941,76.69218550222936,65.23877334351224,0
65.1581802368164,67.37715228521368,84.74961017632505,90.18740722562742,83.1148201422693,71.65659406574694,0
70.17909240722656,67.32828659654082,87.10739553273095,92.77403832272313,84.6823153524964,73.22487421138656,0
77.88999938964844,67.48420113431386,89.37437682757532,95.42732414458423,87.36753144144696,74.88377857784138,0
75.56207275390625,67.16752392802488,89.24984184456686,94.97167171423916,85.87928507215129,74.26129111760426,0
67.59881591796875,66.8460233404443,86.94798364036939,92.23244057156772,83.46820269860385,73.26366583577808,0
61.80952453613281,78.75460561349908,85.14065939114768,89.41781819258297,81.66104464964387,67.03787079931865,0
61.28232192993164,78.69729533789011,85.04884455412102,89.15834655193251,81.83428768435371,67.10030802276218,0
58.700016021728516,76.91472563362578,84.81647420547412,88.79938984063503,82.54650890844306,68.04408111270028,0
56.160064697265625,73.21082560450073,84.33592950917387,86.96525032681821,81.476755327975,68.85152685365111,0
52.65625762939453,73.35204025472775,83.07284215526688,84.68662758170021,78.00384333940677,66.49194463727686,0
49.552001953125,72.92598451963788,80.92088909751425,82.9642611118056,75.72649038566416,65.06625199320403,0
56.99483108520508,73.31741107872955,83.1248378293757,87.92038893217321,81.86622689070278,68.43872263493604,0
64.39249420166016,68.88454525751546,87.76803427234672,91.80068988299747,85.52227381145579,72.69022420949086,0
66.2644271850586,69.21201942110945,87.76675977884112,92.0425434950401,86.70930851084415,73.34568197873242,0
69.47088623046875,74.12774149546641,87.59882346728219,91.9504222061382,84.62817814563245,72.522963646317,0
67.58076477050781,74.20792056364286,86.61360906585435,89.69582541864274,83.1473629604377,70.05730047501281,0
69.69877624511719,74.7295366221096,86.67128341887391,89.45449746105353,82.5560666618436,66.89928999486402,0
65.27275848388672,73.73490757033659,85.39290366442403,88.60055646112099,82.80902268515096,67.29823637073964,0
62.8506965637207,75.4559019820129,83.94678908371027,88.00378500538592,82.21845083112116,67.8764851725917,0
57.790863037109375,78.01236818146452,84.33464214077054,88.9879487011198,81.79258144202112,67.87899525304076,0
55.68645477294922,73.08646090390144,79.29455577981209,82.24068986443127,77.79327248769324,65.11766864736578,0
54.00418472290039,58.084963674444964,79.53411172423112,82.97125666689804,76.06607313236279,64.36089512421051,0
53.53593063354492,57.050104756516426,80.27841924519993,83.2750423019404,75.43821095357129,63.376029965721436,0
65.55563354492188,71.0978686863145,82.48904670654711,89.5934164952953,82.10098378427014,65.87863274046825,0
71.8434829711914,74.57315981829,83.03585022815794,92.50335421066804,85.58217687012062,69.07825536869126,0
73.46702575683594,74.65982333776402,83.12150262104022,94.24072633410846,87.02843481405839,69.83829477366221,0
86.47373962402344,74.72222584511576,89.82498244448897,96.69700514585338,89.62160885501368,71.90222804393376,0
88.76473999023438,74.73362188595551,90.3443137307986,98.00701446556306,89.39762323031151,73.12248017754801,0
67.19173431396484,72.19619104923189,84.24924152801374,89.10965938369955,83.33441766580806,69.58641962968147,0
53.82517623901367,70.0632050970626,77.7049013469119,80.72129559055797,73.88187780187833,62.02859964689579,0
63.90840530395508,78.67541480089905,85.23927377598527,88.33869958593714,80.19304114152196,64.72502067262548,0
71.13621520996094,73.43268428681826,89.57405619349228,91.13702428411328,83.68894030694902,69.30584004959549,0
68.15372467041016,72.2580870216803,87.0096204993299,90.04250304682715,82.49136262290556,69.26003679562585,0
70.98332977294922,73.53471556545922,87.8213436275994,92.67075875905564,83.6832975763268,68.56443934164554,0
73.38455963134766,72.20621461558004,88.97156258273989,93.2158645055363,84.29931238379538,68.04334335767336,0
76.43551635742188,70.10224828563501,89.21024840318654,93.78450604284394,85.67579532722058,68.53884145102184,0
75.37396240234375,69.71512221763454,88.77581334665632,93.39179280552406,85.58854494012039,69.53090634434024,0
56.34847640991211,75.06322533087534,83.62654020809893,89.49098187021052,90.35671758830112,73.82689085941377,0
47.791812896728516,71.83418045477893,85.15170803248837,91.4008370508601,89.27448682225629,72.73855958408694,0
46.154232025146484,71.2655710898173,85.46635431370692,91.7557010524581,88.99881163997068,72.42511847902243,0
44.79189682006836,70.4632837385877,80.21043112865851,85.3519291284751,83.59589078592397,68.21327629799622,0
44.95328140258789,71.01863837426818,80.18143093552271,85.494776057021,83.83603593780366,68.51392201002797,0
44.79501724243164,71.43037131902246,80.43338802192807,86.09107983119283,83.98300225630904,68.47590216488965,0
44.864620208740234,71.77239224983443,80.82120806021088,86.50415247639269,83.80769419709277,68.21313667910364,0
45.0771369934082,71.96516138474527,81.0500997752521,86.9488869909494,83.6130210310628,67.81386134233209,0
48.9508171081543,71.99901950354531,82.93907096146948,90.61466300822063,83.35511875808882,67.67887866489995,0
55.78532409667969,72.79330759036992,84.76269118594635,91.00344510537072,82.07059227800293,66.89112269287952,0
57.182945251464844,72.81359927344934,84.92260738552929,91.0035364812849,81.95797101271732,67.44442599246986,0
61.22946548461914,72.8640153303905,85.01497977890993,90.25483294382484,81.12681014858815,67.3668696585434,0
64.24868774414062,72.99633804522574,85.07662602236513,89.30378802105082,80.95953132329511,67.25813431556323,0
66.1124496459961,72.88977233851203,85.13336524104142,89.17133015307685,81.0042574752633,67.27467331152336,0
57.265892028808594,69.820350737835,84.59214631384401,90.38386058021892,81.65160360231133,68.68926566435577,0
54.254085540771484,68.82360489620632,84.8115191964266,90.54819722640748,81.8488606227178,69.93973307764591,0
53.494544982910156,67.78687169961675,84.91424918323608,90.82764094819643,82.04263207766121,71.41408336142746,0
53.51938247680664,67.21294288121965,85.25955217994043,91.11314181036674,81.67250290247404,71.74465623932399,0
53.875267028808594,67.19978655041332,85.15858046468554,90.3371557911013,81.9095365889233,71.88451967604682,0
54.31935119628906,67.4008619753806,84.80619128451684,90.35171935984599,82.65202609943455,72.67745920049663,0
65.0196762084961,69.79624847793205,84.98754826126759,90.59431072254908,83.42750817542509,72.43987506613924,0
55.46430587768555,72.0081295306694,84.29165602906959,89.57255052556408,83.04088519414556,70.60221235812097,0
55.59242248535156,72.86879395994484,83.16466015821592,89.50025653756241,82.60630227105503,69.64252249699622,0
56.544620513916016,74.41269013344,80.69399333460335,85.09076572556332,81.0583628552832,68.24217769662766,0
57.27848434448242,75.29317268726516,80.10545995397955,83.51382753569703,79.24658289849998,66.22274384907529,0
49.20209884643555,72.65908327170334,77.9771689802416,83.23774484198208,79.06925982843885,64.33051415578892,0
47.01103973388672,70.38942579466718,79.48005964497189,85.28849754488765,80.71170881314217,65.0107125457029,0
46.90635299682617,70.02109933621358,81.28260259197253,87.68603662028177,81.29148324984368,65.46574413283508,0
63.365108489990234,75.09640181789628,85.34888963728712,87.32470126457805,79.07900799955435,64.55902964692122,0
59.5811767578125,76.69047677270429,85.18347628472281,86.60373308435966,77.40069369915946,57.35691393234026,0
48.59999084472656,79.56524626011628,84.43264254685654,79.95268907120956,70.8966744600532,35.95163099932294,0
48.65311050415039,78.72253226179639,84.09295716040145,79.43388716376899,70.57833655965163,35.91447399173475,0
48.23706817626953,68.94649687206608,84.00602605549466,84.15209065762095,75.92241425607882,35.841783201983496,0
49.95722961425781,68.84578093610176,82.67700845883789,83.27332624859697,75.38526253446143,35.83416713151105,0
50.73774719238281,68.87723567927674,82.34192250328721,82.85093385959867,74.9299033202172,35.83136767259593,0
51.626182556152344,68.18352668823107,81.90704291149669,83.16143502026704,74.56526233022147,35.82571255412751,0
54.13066101074219,68.27282780379593,82.01476928762433,85.44996590067825,76.53776873418634,35.84210533738883,0
55.31830596923828,69.51539179673777,82.52534618074549,85.12083175414914,76.32230256186827,37.380943645421375,0
47.92073059082031,68.13274771908146,81.52794036588796,81.52424420914517,72.8859491930744,37.7756691968888,0
45.15470886230469,67.05537591680385,79.3743732730883,79.16542136142772,70.84389472136036,36.887632019710345,0
49.57402038574219,63.55224051400174,80.03883012411859,84.55472745603402,74.77037710100292,36.38672450675259,0
49.98053741455078,60.60654951410052,81.81485903396752,86.08754367940003,76.1504078461478,36.99799615645623,0
46.79841995239258,62.34097649147398,83.09254573528457,87.85255585268652,78.69830880202436,37.214349542831656,0
46.03019714355469,63.579673447718996,82.9036897073839,87.24985063782346,78.08985701875113,37.418158380215516,0
44.40248489379883,64.24134317121023,81.89661963867584,86.41426819505288,77.30494010960643,37.59386598092709,0
46.84109878540039,65.01185650342646,81.76521413771583,86.15164572567286,77.2501869098022,38.76835606414761,0
47.84486770629883,66.03689296983852,81.86164797700609,86.02835867998087,77.35924090241232,39.95115418645166,0
47.824466705322266,66.81311158407833,81.93635806047266,86.66129146934716,77.87404534183842,40.33067558847584,0
52.88982009887695,69.26906066735717,82.91402765319427,87.5347728252389,78.71343996687727,40.77232564145428,0
54.251708984375,70.98206505846987,84.68631929172649,87.54964593017459,78.8418057416873,41.1646970648337,0
53.53595733642578,72.23887651759443,84.381991446676,86.81085733489591,77.54942784605709,42.34330053602529,0
54.54153823852539,70.97429784145605,84.21345288431368,85.01456962037534,76.7079616709751,44.171533601692346,0
55.19804000854492,70.17114996956657,83.94842434975796,84.5057484949794,76.60024532811268,44.50119723707752,0
45.90106964111328,68.05779813258924,82.93445285432001,86.6466468707666,76.85836490462056,44.915885177078394,0
44.31557846069336,67.72167453850709,82.39137171918534,87.29818859276362,77.38380435883255,49.235368371708994,0
47.95796585083008,67.77316114445736,82.13699177277962,87.83306945024549,78.94644236395867,64.64654688071546,0
47.581260681152344,67.98167047759982,82.72679460659201,88.64569299652176,79.52009422164721,65.22262713764277,0
57.32612991333008,70.76578447460898,85.13116956577925,90.40995740143508,81.21633335438314,65.93229918383443,0
58.422637939453125,72.40083441694907,85.08838277852612,88.09819917797749,77.81294214238915,63.89362735230533,0
58.43368148803711,72.4528055566796,84.67205497341924,87.90313728715253,77.04053728242013,63.45119660630101,0
56.05726623535156,72.2431187762991,82.7298090915356,85.04227429342279,76.0198490909819,63.36066495828358,0
52.30997085571289,70.45278987025145,82.131478156256,86.26034197714544,76.5478131121634,63.30133834396478,0
47.69453048706055,67.73227678277598,83.88771110579232,89.88198914691851,80.40450185781827,65.46624212826516,0
50.27986145019531,67.614269290551,84.10315524693671,90.11958073552445,81.20257889800568,65.74804730031703,0
48.91400146484375,67.52127428461789,83.9308245347565,89.69352530909937,81.02081157892253,66.0024792430954,0
53.36985397338867,69.07916532410073,85.26297558947347,90.3083308428685,81.11313712087964,67.25585023905413,0
57.89875030517578,69.6750606805211,85.41232922013576,89.98520109586786,81.13295253784611,67.35723412686094,0
60.018470764160156,69.8097208007873,84.85192452627872,89.23758213924609,80.37809703183456,66.80866959120135,0
62.12424850463867,68.23418397172088,84.5051755397984,89.09351365797578,80.80600135531334,65.68164939512393,0
60.39338302612305,67.64266437772756,84.92308686965951,90.02567831610288,81.64508713326249,65.688064430482,0
55.81211471557617,67.67502063304356,85.03398064530823,90.41546942512213,81.63066940043261,65.68624743873745,0
49.65673065185547,67.88425736927209,85.08263447594476,91.01584863956677,81.34283753963919,65.70203794731702,0
46.421138763427734,68.18630129693838,84.72769764913285,90.8771503992437,81.45734624828495,65.8902425271012,0
49.29615783691406,67.86281656712582,84.25713490962409,90.03215143839469,84.0081242496545,67.62436305090505,0
50.24461364746094,67.60984319732934,83.45479755555604,89.13530234471199,85.8223494032207,69.53146339258838,0
51.0413932800293,67.6289600041865,83.72827976058647,91.84530181589246,86.54529546177176,70.07741404114066,0
51.50163269042969,67.61085478518628,86.04400859851478,92.77043844934379,85.78367469677502,70.0461228616742,0
50.90644073486328,67.67528776490649,86.70957392107898,92.94528771037221,85.07140558223463,69.93930468045995,0
49.42996597290039,67.74774983984878,87.12580382967651,92.7806801972071,83.51645429817748,68.98265709927,0
49.34740447998047,67.75905865695782,87.10537802909016,92.51298041115811,83.28080997729579,68.82557786682158,0
49.80561447143555,67.78132363869321,86.96750699790262,92.24160776732582,83.00420036695377,68.6949912453669,0
51.073944091796875,67.7951540693037,86.87857452270731,92.09145643364175,82.89046616089783,68.6442985963497,0
52.626712799072266,67.99395002563311,86.93229567106277,91.89101185755182,82.73054899752594,68.46885842515888,0
60.11341857910156,67.97586970263795,86.67289582923189,90.76727244185166,82.85472637981808,67.30514478372066,0
58.0671272277832,67.53631990776344,86.59883953576323,91.09655056584857,83.21732929014881,67.18021539017667,0
50.75190353393555,68.12099275249047,86.24218117151428,91.29802208123347,82.43999225431726,66.73753592153089,0
49.75761413574219,68.1307909168487,86.03139374292664,91.1037394943174,81.79743334336239,66.46987426813389,0
47.75143814086914,68.06105523830175,85.99947607555674,91.6016784804491,81.62160113453834,66.2969138185447,0
47.60993957519531,67.84498203040361,85.25668331057875,90.88695161502238,81.86029181335583,66.02032800362112,0
48.918296813964844,67.43402041074816,84.45399814541364,89.92116374777937,81.7844243768121,65.94029448304788,0
49.19408416748047,67.21294706044111,84.12589772980992,89.72196945555424,82.3161254144389,66.09175027493852,0
50.74709701538086,66.53594630139949,83.89634002760883,90.06529782304906,83.91574422992213,67.36418092366205,0
55.10749435424805,66.82235124707039,85.3986216505467,91.57648368989062,83.85709709417613,67.33387548651552,0
55.51036834716797,67.23685474395892,87.07812188743685,91.65028295427544,83.33907325308736,67.62644151306948,0
60.46908187866211,68.58098741452842,87.4021512570572,91.77331542506545,82.93757091407001,68.1587308676583,0
65.5562744140625,70.25745397508688,87.35218836773818,91.40759168313575,81.16247290004533,66.88307879026297,0
62.03620529174805,70.26685013381176,83.52961736559979,87.03063541056162,76.68710361439729,63.72592482540037,0
61.52702713012695,69.93177787876587,83.86032740085108,87.52226342103185,76.59431597878725,63.69336608475654,0
56.937461853027344,68.9730292139863,83.37548300761573,85.08423921937258,75.95163135500239,63.78775784689329,0
53.89318084716797,65.56926463540259,82.64013361166838,85.68617798858574,75.3727305397594,63.48430943075122,0
53.80430221557617,63.53239052596813,82.2982751606991,86.32008489934056,77.04363022886666,63.72314868239774,0
51.146793365478516,63.48821707978806,83.01328668926745,89.08626541345005,78.9468513783953,64.59843688708779,0
52.78837203979492,70.39142226589117,87.59146069501956,93.62633928497392,83.47272651077523,68.13808605975068,0
54.76211929321289,70.18667853214795,86.26703527081806,92.25493945021987,81.72735108216987,67.06502912878037,0
53.11746597290039,70.05200001756546,85.47307302750173,90.6050740694301,80.8563136110968,66.98533644070197,0
63.039894104003906,68.4898510538068,86.2259947302999,92.19421148632841,84.10162083168215,68.5997386142058,0
64.59844970703125,68.32253067245561,86.91304733825388,93.13358410454303,84.77184250914583,69.10534688618648,0
63.41942596435547,67.93835291568536,87.29858988847248,93.79663375650655,85.48072356271811,69.50532343316675,0
61.712738037109375,67.48215335297881,87.78474137796441,94.08492833706325,85.54807883089713,69.34544677917229,0
57.68185043334961,66.36182438920135,87.99252783668902,94.67330619494206,86.19679084089277,70.82989874978388,0
57.48777770996094,64.63564291423664,88.05569896596552,94.90090463456886,87.924977445941,75.16442298061406,0
58.10331726074219,64.28430696273342,88.1766892322305,94.9400970634649,88.08449619069204,75.77777288099983,0
59.20149230957031,63.7469304023713,88.39915637394634,94.78408023531446,88.80101090055996,76.67361122674224,0
59.247802734375,64.46381633744686,87.81414564902369,93.25979019078375,89.5133030925711,77.28596883832587,0
55.45993423461914,64.71759910497582,86.29852706906645,91.746941441899,90.15172530419113,77.94009688932236,0
55.94444274902344,64.86378465727279,86.13754599516349,91.6236167728243,89.89874457468045,77.25712096190817,0
56.10081100463867,65.18279956157203,86.05271292376187,91.64509680125752,88.92471710122797,75.48701980474542,0
50.466522216796875,66.38292979008355,86.60576640346015,92.31551596256013,88.08109690834974,75.84648074817298,0
48.30363082885742,65.85022145010625,85.73707767489422,91.30392874169456,91.35598101123307,74.90137115489847,0
48.425697326660156,65.80613485293476,85.68651704134544,91.32130904162209,92.39492061112037,75.1212671287814,0
48.048824310302734,65.82718156265561,85.69716680157433,91.42022013565955,92.43833583138081,75.10242747926199,0
56.72469711303711,67.62964680105259,86.3598672271494,91.44108710452157,87.23930171163633,71.85877450763209,0
62.46230697631836,67.25989843001565,86.39859389854843,91.21153140375452,87.2056052354214,73.27461232739796,0
64.0075454711914,67.03877075814633,86.40684315372143,91.20195020816463,87.5561327140813,73.62455038299187,0
64.33538818359375,66.76389939373972,86.41380026177431,91.18350736827898,87.82864436000219,73.82288080376009,0
62.86948013305664,66.36613746023914,86.42487274626772,91.19424195044711,87.75885982939063,73.73038512505065,0
63.086944580078125,66.19221834825554,86.43032580744156,91.19916060668564,87.72187939840113,73.64965612955773,0
63.157501220703125,66.03775251187271,86.43423329596894,91.24310927981419,87.73498577339168,73.64876130208417,0
62.50515365600586,65.01152106319384,86.44609073751663,91.2115404481564,87.73485073676888,73.92178674988159,0
62.02854919433594,64.60202013039135,86.44850522275735,91.17167483946103,87.70480310460978,73.91901091618008,0
60.55522155761719,63.56807819018825,86.20664596390777,90.9007635768954,87.78123616978642,74.08814227499731,0
60.092952728271484,63.66061453623385,85.57137757556823,90.65148642842445,88.43098668480921,75.11301020471329,0
57.31634521484375,64.00718182723418,85.35883722024442,90.5437707852416,86.26788784413075,72.95942391301546,0
55.54289245605469,63.96123110163504,85.35670126952519,90.55108487853435,86.34426983236789,73.42955435733046,0
53.30890655517578,63.757369151371634,63.98622353697803,91.48905162596928,86.36815715624779,74.0453709677928,0
52.76700973510742,63.52719280920645,63.95735419409205,94.65286869819187,87.74543793842912,76.07464922027262,0
